,Unnamed: 0.1,Unnamed: 0,user,rating,comment,product_id,similarity,sentiment,score
92,3081,3081,Kitty,4,"So hard to imagine cereals before Cinnamon Toast Crunch. Days when your cereal options were either you ate the nutrional things your grandparents love or you eat the pound of sugar the cereal Mascot was promoting. There was bland, sugar, or fruit. Then something came along your mom thought would help her avoid cooking French Toast or Pancakes. Something claiming to be better then her recipe and take minutes to dump on you so she could get you to school faster and so that she could get more sleep. I would not say pouring this cereal into your bowl under a cup of cold milk could at all similate mom's hot heart felt French Toast. There isn't that taste of butter,.. or eggs,.. or Pam. But this sure was a change in taste, suddenly a sweet cinnamon was a cereal option in the sugary, fruit, bran world of cereal. I just wonder one thing,.. why does the Mascot seem to disappear from the box or commercials some times? Okay, also.. what happened to his bakery pals? Are they working on their own Pancakes and Waffles cereals? The Cinnamon and Sugar are true in taste for this, so avoid this if you are allergic to Cinnamon. Some studies indicate a little Cinnamon may be good for your health, so no need to avoid if you are having health problems [ I am not a doctors and studies are constantly changing results]. If you want to really taste Cinnamon instead of Cinnamon Sugar, I would recommend Cinnamon life. This cereal gets soggy too quickly and it's Mascot(s) vanish(es) too often. It does not have namesake if you eat your French Toast at home but some resturants serve a very similar tasteing Cinnamon French Toast. This may surprise you as a finger or dry food, capable of mesmerizing children once they get it in their mouth ( have something to drink ready). Some people and resturants also use Cinnamon Toast Crunch as a secret ingredients in deserts. If you are a person that likes to be left alone and not eat out I'd give this a 3.5. If you eat out at all, have children, or are a child I'd give this a 4. Just eat a little at a time when using milk to avoid the sogginess.",72,0.1381396771818726,0.9391,0.5386198385909363
93,3260,3260,CLC29,5,(Team Breakfast Member)  This was the best cereal and was also an awesome snack when I had a sweet tooth!,86,0.1381396771818726,0.9117,0.5249198385909363
94,3362,3362,Big bowl,5,"Shame they stopped making it. It wasn't popular because it was never on the shelves to buy. We would buy out the store's shelf whenever we found it. For some reason stores wouldn't carry it. Oh a person could buy all the sugar coated diabetic shock cereals available, but a just right sweetness bran cereal that kids liked must have been outside the box for the store buyers.",89,0.1381396771818726,0.6167,0.3774198385909363
95,3424,3424,Kate,2,"Just had some POPs cereal and they're much more orange than I remember. At first I thought that was sweet glaze glistening off the cereal but I was sorely mistaken. I think it's legitimately food coloring or like a spray tan to make them look good, but they are not! It even turned my milk orange!! Barely any sweetness anymore. It's probably cheaper that way. Massive disappointment.",94,0.1381396771818726,0.7318,0.4349698385909363
96,3426,3426,ex-corn pop fan,1,"Wow, what a disappointment. This used to be my favorite cereal. I was looking forward to the corn sweetness and got neither. Drab, dull, stale, and I thought it was just 'me' till I googled to find out if the recipe was changed and found these comments. Way to go Kellogg's, you murdered one of your long time favored products.",94,0.1381396771818726,0.7475,0.4428198385909363
97,3429,3429,Used 2B Good,2,"Ugh, so I hadn't had this cereal for a really long time. Still, I remember exactly what Corn Pops, then Sugar Corn Pops tasted like. I recently got a box for my kids to try and I started to wonder if I was losing my sense of taste. Gone is any corn taste. The kernels are much smaller than they used to be, and randomly some of them are very hard, even in milk. I'm wondering if they started making it with feed/field corn. I was struggling to taste anything at all besides some sweetness... the only thing I could pick up was a hint of soap. I don't know what they did to Corn Pops but whatever they did, it isn't good.",94,0.1381396771818726,-0.6376,-0.24973016140906368
98,3432,3432,Lapper,2,Kellogg's has given this cereal no taste because they literally removed the reason why we bought this once great cereal. They removed almost all the sweetness from the taste.,94,0.1381396771818726,0.7037,0.4209198385909363
99,3440,3440,G.B. Packer,0,Loved it as a kid. I bought a box recently and didn't like it anymore. It was too sweet and kind of plain. Did the recipe change? Or did my tastes change?,94,0.1381396771818726,0.7311,0.4346198385909363
100,3497,3497,Bring It Back!,5,"It was a great cereal and definitely should be brought back in its original form. My impression was that it was dropped when cereal companies started pushing sugar coated cereals in fierce competition with each other. They wouldn't hang on to the 'tried and true' but sought to capture market with ever sickening, sugary sweetened junk.",99,0.1381396771818726,0.2023,0.1702198385909363
101,3517,3517,Alan M.,5,I also loved this cereal. Not too sweet with a nutty taste. Wish Kellogg's would bring it back!,99,0.1381396771818726,0.661,0.3995698385909363
102,3526,3526,nellie,0,"My mother made special Easter treats (little chocolate ""bird nests"") in the 50's from Corn Soya and melted semi-sweet chocolate... I miss those wonderful treats! - Eileen Miller, Beaverton, Oregon",99,0.1381396771818726,0.7263,0.43221983859093627
103,3540,3540,Gazhekwe,5,"This was my favorite cereal growing up, and I still look for it wistfully from time to time. I have not found anything to match it anywhere. Mmmm. I can close my eyes and taste that slightly sweet nutty chewy crunch even today, more than 50 years later.",99,0.1381396771818726,0.7512,0.4446698385909363
104,3587,3587,butchiepoo,5,As a child I loved Corn Soya. As an adult I finally got around to Googling it - hoping to find it available for purchase somewhere. Sure wish Keloggs would reintroduce this tasty and crunchy alternative to most of the current oversweet uninteresting cereals.,99,0.4671028078772243,0.8934,0.6802514039386122
105,3593,3593,Alan1945,5,(Team Breakfast Member)  My mother always bought this cereal because I would eat it. I remember the taste was slightly sweet and the texture was unique. I wish they would revive this cereal. Bring back Corn Soya!,99,0.1381396771818726,0.7963,0.4672198385909363
106,3640,3640,Rocky D,5,"My all time favorite discontinued Kellogg's cereal! Sweet and super crunchy! Nothing fancy, just delicious! Bring it back Kellogg's!",100,0.4462089899529985,0.843,0.6446044949764993
107,3644,3644,Saighde,4,"(Team Breakfast Member)  I have been trying to remember the name of this cereal forever!! All I could remember was Snappy (not his name but that he was a Zorro-style turtle). I loved this cereal, even though it was so crunchy it would tear up the roof of your mouth!",100,0.4462089899529985,0.8034,0.6248044949764993
108,3647,3647,Bring Back Snaps,4,Corny snaps was the best cereal I have ever tasted. It stayed crunchy until you finished the very last one. It also tasted great. They really should bring it back. I think kids today would love them.,100,0.4462089899529985,0.926,0.6861044949764993
109,3648,3648,Mightyprime,5,(Team Breakfast Member)  One of the most crunchy and delicious cereal ever made. I would love it if they bring it back CORNY SNAPS FOREVER!,100,0.4462089899529985,0.8575,0.6518544949764993
110,3704,3704,Howard,4,"In the old version, the little pencil-eraser-shaped marshmallows exploded with flavor in your mouth, like little chocolate flavor crystals. The oat-corn pieces weren't that sweet. Chocula is still pretty good under the new ""formulation"", but the new Frankenberry is EXTREMELY disappointing compared to the old version. The strawberry taste of the old Frankberry was magical; it's just strawberry-flavored Lucky Charms now.",101,0.1381396771818726,0.5819,0.3600198385909363
111,4017,4017,Markie,5,"Best cereal EVER! Please bring it back. Love a crunchy cereal with raisins! If you can't bring it back, consider selling the recipe to a competitor!",113,0.4462089899529985,0.9114,0.6788044949764993
112,4020,4020,Kim S.,5,"My all time favorite cereal. Great wheat flakes that stayed crispy, and plump, not those hard sugar coated, raisins, so plump and chewy. Please bring this King of breakfast cereals back!",113,0.8842030122507006,0.8746,0.8794015061253504
113,4030,4030,Holmes,5,One of my favorites growing up. Rally did stay crispy. Wish it could come back.,113,0.8842030122507006,0.7351,0.8096515061253503
114,4035,4035,Duncan,5,This page really brings back sweet memories. I loved this cereal! Please bring it back!,113,0.1381396771818726,0.8764,0.5072698385909362
115,4045,4045,GrapeApe,5,I loved this cereal. I haven't found another to compare. Miss the crunchy flake with the sweet raisins. If it's coming back I know a lot of people that would be overjoyed.,113,0.4671028078772243,0.875,0.6710514039386122
116,4071,4071,Miss CWNR,5,"I loved Crispy Wheats n' Raisins cereal. I can't believe they discontinued it - it was the best raisin brand cereal I have ever had - didn't get soggy, great crunch, raisins, a touch of sweetness and definitely no sogginess. Please bring it back.",113,0.1381396771818726,0.8198,0.4789698385909363
117,4108,4108,Y.U.M.E.,5,"I also loved Crispy Wheats And Raisins. As a kid, I preferred it over the super sweet stuff. I also vote for them to bring it back.",113,0.1381396771818726,0.8957,0.5169198385909364
118,4182,4182,Citroen,0,Please bring Crispy Wheat and Rasins back. The flakes stayed crispy for a long time. No other cereal comes close.,113,0.8842030122507006,0.0258,0.45500150612535034
119,4187,4187,Daduck,5,"I loved this cereal as a kid too. I just found Whole Foods brands 365 Raisin Bran very similar, small flakes that are crisp and slightly sweet. Yummy!",113,0.1381396771818726,0.8756,0.5068698385909363
120,4197,4197,FeelsSoGood,5,"This the best cereal ever, I remember this from childhood! I wish they would put this cereal back on the market cause it truly is the best tasting and most of all, stays crispy in milk.",113,0.8842030122507006,0.9359,0.9100515061253502
121,4205,4205,Lake County ILL,5,"Why would GM stop making such a delicious cereal. I can taste it now. I hate a soggy flake. I guess the best course of action is to actually call the company and beg them to bring it back. I say viva la crispy wheats and raisins. If we start a campaign across America, and get everyone we can to call them. Someone out there needs to help me out and send them this page from this web site. I need help because I'm old enough to remember crispy wheats and raisins. There by I lack all but the most rudimentary computer skills.",113,0.8842030122507006,0.4678,0.6760015061253504
122,4211,4211,Grabber,5,How do we order this cereal? This is absolutely the best ever none obvious sweet cereal.,113,0.1381396771818726,0.4585,0.2983198385909363
123,4268,4268,TastyRebelScum,4,The original 'Corn Bran' before they added the 'crunchy' to the title was the best. Whatever they're selling now holds none of the joy of the original.,446,0.4462089899529985,0.6935,0.5698544949764992
124,4493,4493,Dave,5,"Both my wife and I remember Jets and often comment on how it would be nice to be able to buy them again. We both agree with the many positive comments and it's too bad that General Mills allowed themselves to be ""bullied"" into taking Jets off the market. Kellogg's stayed with sweetened cereal (Frosted Flakes) and I still enjoy them today... C'mon General Mills... bring Jets back... the original ones and not the space shapes.",208,0.1381396771818726,0.7003,0.4192198385909363
125,4499,4499,SinceDay1,5,My FAVORITE cereal growing up as a kid! Loved the very distinct taste and sweetness.,208,0.1381396771818726,0.9157,0.5269198385909363
126,4501,4501,freetoyinside,5,(Team Breakfast Member)  Ahhh JETS! when it was decision time in the cereal isle in the grocery store it was JETS first!. Ohhh the little round sweet malty sugar veneered oat and wheat balls where a kids bliss. I can 50 years later remember how wonderful they tasted. Had to have 2 boxes just to last the week. Mom had to hide one box just so there was enough. Saturday morning cartoons and a bonus bowl of Jets! That was living. Wow what flavor. Wish they would reissue JETS. (the ball shape not the other ones.),208,0.1381396771818726,0.9652,0.5516698385909362
127,4509,4509,Sweet Memories,5,"My all-time favorite cereal was Sugar Jets. I could eat a whole box at one sitting - and did on many occasions. I liked the way they stayed crunchy pretty much to the bottom of the bowl. The changed the shape from round (like KIX) to space ships and planets during the 1960's, before finally eliminating the cereal from the line-up. Does anyone know when they actually stopped making Jets?",208,0.4462089899529985,0.8625,0.6543544949764992
128,4562,4562,G. Byrd,5,"I wish I could share this cereal with my kids. I am in in my 50's and have kids under 10. They have no point of reference in my youth, other than I basically grew up without microwaves and cell phones. I'm sure they would hate it with the sweet cereals today but I would still like for them to try it; you never know. It would help them understand, a little, about me.",211,0.1381396771818726,0.8381,0.4881198385909363
129,4643,4643,Bagatelle,0,"OMG - Yes, please bring back Kaboom cereal. It's like the best cereal of all time and look at the way we raise kids these days. If General Mills sold this again, it would fly off the shelves. Nothing at all changed. Everything all the same. The box and the sweet taste of the cereal inside would be a gold mine.",211,0.1381396771818726,0.9287,0.5334198385909363
130,4655,4655,buzzbee,5,"We need to email General Mills about bringing it back and considering that it's a sweet yet low in sugar cereal, we would have a great argument.",211,0.1381396771818726,0.5423,0.3402198385909363
131,4668,4668,ken,0,"I know that they have been making Kaboom for years, but the thing about it is that they first dropped the fruit flavor and sugar coating in the oat cereal, and later changed it to corn cereal sill unsweetened and unflavored and changed the marshmallows from stars to circus animals.",211,0.1381396771818726,0.0,0.0690698385909363
132,4734,4734,Carol,5,"Somebody up there must hate me because my favorite cereals ever were Team Flakes, Kenmei Rice Bran, and Product 19... and ALL of them were taken off the market! Please bring them back... today's cereals are either too bland or way too sweet.",687,0.1381396771818726,0.5983,0.3682198385909363
133,4756,4756,Jewels,5,"The best cereal I have ever eaten! Not too sweet, no clusters! I miss this cereal please bring it back.",687,0.1381396771818726,0.7088,0.4234698385909363
134,4864,4864,Alexapoda,4,"(Team Breakfast Member)  I live in the Southeast and I can usually find King Vitaman at a store called Food Lion. I'm 19 so I wasn't around for the cool commercials (I have watched them on YouTube though). But this is one of my favorites. It's got the general taste of Captain Crunch, (not as sweet, which is good) but I don't have to live in fear of the edges. XD",212,0.1381396771818726,0.8393,0.4887198385909363
135,4891,4891,rhubarb,4,"Just got some online. It was 4 boxes for 20 dollars at Amazon. It's not as good as I remember - seems less sweet, but still better than a bunch of the cereals in the stores.",212,0.1381396771818726,0.6543,0.3962198385909363
136,4969,4969,Simplernow,0,"Krumbles and Grape Nuts and Raisin Bran. I think they all have maltose as a sweetener/flavor. Yeah, it seems like many foods I like are discontinued. But maybe that's just because I don't notice when foods I don't eat are discontinued.",216,0.1381396771818726,0.3506,0.2443698385909363
137,4983,4983,Tnic,5,"Isn't there a Kellogg's product manager out there paying attention? If you're not going to bring it back at least license the formula to a company like Barbara's that has realized there's a huge market for unsweetened whole wheat to start the day. And to my taste Krumbles was the best of the best. And that's not nostalgia talking, read the comments, we can still taste it and feel the unique texture of those little shreds of whole wheat goodness. Anyone else ever try it with Pet Milk? Ok, that IS nostalgia. :)",216,0.1381396771818726,0.9615,0.5498198385909363
138,5036,5036,bumblebee,5,"I can't believe there are so many people here who love Krumbles! It's like a secret society! As everyone else has said, it was my favorite cereal as a kid. Mom wouldn't let us have sugary cereals (though she finally caved one shopping trip and bought a box of Froot Loops when they first came out, and that was it for my entire childhood). I have a vivid memory of sitting on the kitchen counter and sharing a bowl of Krumbles with my mom. I loved how it started out crispy and then got soft and mushy, like a pudding. It would be amazing to taste them again: instant flashback to a happy time and place.",216,0.8842030122507006,0.9798,0.9320015061253504
139,5061,5061,mft,5,"Kellogg's surely missed the boat by eliminating Krumbles! It was nutritious, tasted delicious, and was cereal instead of today's sugar-coated candy-like too-sweet 'cereal' filling less of the box than in former days. The bottom line seems sweet-tooth profit instead of a nutritious start for the day. Kellogg's should know better. More Krumbles, please!",216,0.1381396771818726,0.9241,0.5311198385909364
140,5122,5122,Barbie,5,"I loved Krumbles! My favorite cereal! Loved their sharp, crunchy edges that never got soggy. I seem to recall that that wonderful texture, although never creating a problem for my younger self or siblings, is what led to their banishment from the supermarket shelves. In other words, they were deemed a choking hazard. Sigh. Perhaps they could be reissued with a warning on the label... Sure miss them.",216,0.4462089899529985,0.9162,0.6812044949764993
141,5125,5125,brucem,4,I miss Krumbles as well. Guess that they cater to the kids market for sweet stuff and ignore foods that are more healthy. Krumbles did not contribute to obesity like some stuff today.,216,0.1381396771818726,0.7574,0.4477698385909363
142,5178,5178,jerrell k.,5,I used to eat Krumbles every morning on the farm and I was so disappointed when it went off the shelves about 1969 or so. There never was anything as good as Krumbles. I still miss it. Why else would I have Googled it tonight? Cause I miss the taste of those crispy shreds. Nothing will ever take its place. I quit eating breakfast cereal after they quit making that.,216,0.8842030122507006,-0.5092,0.18750150612535033
143,5207,5207,wilsonna,0,"(Team Breakfast Member) Kellogg's Krumbles were the basis for our annual Easter treat: little nests made from chocolate-coated Krumbles and filled with jelly beans. I have continued my mother's tradition of making them, substituting Kellogg's All-Bran for the Krumbles. Not as tasty, but the shape works. This year I used a combination of All-Bran and General Mills Fiber One... the variety shaped like Krumbles, NOT flakes. Melt 3/4 pound of chocolate (combination of milk and unsweetened, or semi-sweet and bittersweet, whatever you like). Melt over hot water, stir till smooth. Put 3 cups of the dry cereal in a big bowl, pour the melted chocolate over. Stir gently till cereal is all coated. On waxed paper, shape into nests about 4"" across, with edges high enough to hold jelly beans. When the nests are dry and set, fill with the beans. Wrap in plastic wrap. TRY to wait till Easter morning to eat yours!",216,0.1381396771818726,0.9041,0.5211198385909364
144,5236,5236,Jane G.,5,"I'm 55 and it's my all-time favorite, as well. Nothing like the taste of crunchy Krumbles, with the sugar crystals and milk. Wow. Wish they would bring it back!!!",216,0.4462089899529985,0.8851,0.6656544949764993
145,5247,5247,tommm,4,"Krumbles was a very tasty cereal, but had to be eaten rapidly - before the milk made it soggy and somewhat less palatable. It was also good tossed on top of a salad or on top of a pancake just before flipping it to the second side. It was - and is still -far tastier than many of today's cereals, most of which rely on some sort of added sweetener coating.",216,0.1381396771818726,0.8687,0.5034198385909363
146,5416,5416,loyaltubist,2,"(Team Breakfast Member)  If you find Maypo now, don't bother buying it. It's not the same. The original Maypo had a strong maple flavoring and it wasn't overly sweet. The stuff they have now has a maple fragrance and tastes like plain oatmeal, which I like, but you need to add maple syrup, butter, and sugar (besides the cream or milk) to make it taste right. Just buy Quaker Oatmeal and do what I said.",234,0.1381396771818726,0.6222,0.3801698385909363
147,5524,5524,Cindyloohoo,2,I greatly prefer the original Trix... stays crunchy longer. I also eat Trix dry as a snack and Mini pieces are too small to eat individually!,1579,0.4462089899529985,0.4321,0.4391544949764993
148,5601,5601,RevNorth,0,"(Team Breakfast Member) I remember a cereal from the 60's that was shaped like stars moons and planets, it was sweetened but I don't remember it being fruit flavored. Was there two kinds?",241,0.1381396771818726,0.1901,0.1641198385909363
149,5796,5796,High Jinx,1,It was a terrible cereal. Too sweet and the chocolate wasn't very chocolatey. Pass.,247,0.1381396771818726,-0.0258,0.05616983859093629
150,5807,5807,sad if gone,5,This is my all-time favorite cereal. I ate it almost everyday when I was on a diet and lost over 90 lbs. I measured out a serving and ate it dry as a snack. It gave me my chocolate crunchy craving for the day. Oh how I miss it anyone know where I can get this kind of cereal or something like it?,247,0.4462089899529985,0.3818,0.41400449497649927
151,5882,5882,DokFrank,5,This cereal was perfect. Bland Krispies with a shot of sweet mixed in. The perfect combination. The crisp of the Krispies and the crunch of the hard marshmallow was also perfect. I ate these constantly.,231,0.1381396771818726,0.9287,0.5334198385909363
152,5884,5884,MissMissy,5,"This is my all time favorite cereal. I will try the suggestion of adding the dehydrated cereal marshmallows to Rice Krispies but I do remember a flavor on the Krispies themselves, they seemed slightly sweet although maybe that was just the marshmallow dust. I'm wondering if adding the marshmallows to Frosted Rice Krispies would be closer to Marshmallow Krispies. Man, I wish they would just bring them back though.",231,0.1381396771818726,0.8446,0.4913698385909363
153,5886,5886,Missing U.,5,"This was the best cereal ever produced. The marshmallows were JUST sweet enough to make each spoonful perfectly delightful. Aesthetically, it was nice to see a hearty bowl of Krispies dotted with dozens of pastel-colored marshmallows. I miss you, Marshmallow Krispies!",231,0.1381396771818726,0.9565,0.5473198385909364
154,5972,5972,Marshal CC,0,"A note to Kellogg's: Please consider bringing the un-frosted version back, as the raisins and fruit filled ones are already sweet enough. If you could just turn off the sugar coating when you are making these, I would gladly buy three cases of them. They were the best cereal around. I still buy Mini Wheats and sprinkle the raisins on them, but they just don't taste the same. Thanks, a loyal Kellogg's cereal buyer since 1959.",709,0.1381396771818726,0.9319,0.5350198385909363
155,6057,6057,Mimi 2,5,"Most was tasty with milk and excellent as a crispy snack without milk. When it was off the shelves in a certain supermarket, I would walk for several blocks to another supermarket and clear their shelves of Most. Why was it ever discontinued? I'm still mourning the loss. Bring back Most cereal!",243,0.8842030122507006,0.3802,0.6322015061253503
156,6098,6098,Dick,5,"Why was MOST so good? For those too young to remember, it was made like Chex, woven from shredded wheat but plumper. It was very high in fiber, sweetened only with molasses, which lowers blood pressure and is easier on the insulin-releasing pancreatic islet cells than refined sugar. It wasn't very sweet, and because it was made of shredded wheat, it was never too crunchy or too soggy. One can only speculate why the dorks at Kellogg's would ever end production of their all-time greatest product.",243,0.4671028078772243,0.7495,0.6083014039386122
157,6117,6117,Trevoboe,5,This was a GREAT cereal! I've been searching the internet trying to make sure I didn't just imagine this cereal! Was it molasses that made it sweet?,243,0.1381396771818726,0.8938,0.5159698385909364
158,6126,6126,comingonstrong,5,(Team Breakfast Member)  I absolutely loved this cereal when it was on the market in the early to mid 80's. It had a uniquely nutty-yet-sweet taste unlike any other cereal before or since. It's mind-boggling why Kellogg's chose to discontinue it.,243,0.1381396771818726,0.6361,0.3871198385909363
159,6193,6193,Carolina,5,Why was it not advertised more as a nutritious cereal? Surely there was room with all the sweetened bars! I found it in the US under the name Barbara's in the Health Food section! Please bring it back!,249,0.1381396771818726,0.7249,0.4315198385909363
160,6335,6335,Cereal Pro,5,"This is the OG cereal. Tastes really good. Without Multi-Bran Chex I've fallen into a serious depression. It was crunchy, it was sharp, and it made for a heck of a nutritious breakfast.",250,0.4462089899529985,-0.5118,-0.03279550502350076
161,6371,6371,Diz A. Pointed,0,"This was my favorite bran cereal. Why all the silly flavors when the natural sweetness of bran is so good? If they produce so many kinds, why not this one too?",250,0.1381396771818726,0.917,0.5275698385909363
162,6387,6387,Salunga,5,I agree with everyone who wants to see this come back. I don't eat any other Chex - they're too sweet and too short on grain flavor. Multi-bran is it. BRING IT BACK!,250,0.1381396771818726,0.6996,0.4188698385909363
163,6401,6401,Juddy,5,"Evidently, General Mills doesn't care that quite a few of their customers want Multi Bran cereal to come back. They would rather make more sugar cereals. When ever I made Chex mix, I always used Bran, and now it is not the same, I can't add sweet Chexs or chocolate Chexs. Don't they care? What about the older generation who used bran for their health? Why discontinue something that is good and healthy for something not so healthy and probably not so good for you?",250,0.1381396771818726,-0.8046,-0.3332301614090637
164,6410,6410,Hungry 4 It,0,"I need this cereal. It helps keep me regular, and I do not need irregularity at my age! PLEASE reconsider and make it again. It is better than another sweetened cereal.",250,0.1381396771818726,0.8327,0.4854198385909363
165,6426,6426,GolferGirl,5,"PLEASE, PLEASE bring back Multi-Bran Chex! They can make shelf space by discontinuing some of those horrible overly-sweet Chex. There are plenty of other cereals for kids that are sweet. Give us back our healthy, delicious Multi-Bran Chex!",250,0.1381396771818726,0.9109,0.5245198385909363
166,6430,6430,D.P.B.,0,"I agree! Bran Chex is the best cereal ever... crispy and healthy. I also can't understand why they continue with those sweet, insipid flavors, and drop the bran, which is much better. I'm depressed about it, and keep searching. All the stores that used to carry it have stopped. PLEASE bring it back.",250,0.8949287889464305,0.8528,0.8738643944732152
167,6437,6437,Sissy,5,This is really the only cereal I like. I have tried other Chex and bran cereals since I couldn't find Bran Chex and do not like any of them. They are either too sweet or got soggy too fast. PLEASE bring back Bran Chex.,250,0.1381396771818726,0.7523,0.4452198385909363
168,6444,6444,Ona,5,"In desperation, I tried the Vanilla flavored Chex and found it too sweet and not a good substitute for Bran. I'm through with cereal until I see Bran Chex on the grocery shelf again.",250,0.1381396771818726,-0.3412,-0.10153016140906371
169,6445,6445,Linko,5,Yep! I agree with all the other comments! Please bring it back! My husband makes his own Raisin Bran by mixing plain bran flakes with plain raisins so it is far less sweet than buying ready-made Raisin Bran. It's getting hard to find even plain bran flakes now. Enough with the added sugars and flavors catering to the 5 year old. I like chocolate milk but I don't want a bowl of cereal swimming in it - ick!,250,0.1381396771818726,0.7382,0.4381698385909363
170,6447,6447,PatD,5,Only cereal in the entire aisle that works for me if you get my drift. What are you all buying instead? Post Raisin Bran is too sweet. Others bloat me. Help!,250,0.1381396771818726,0.7177,0.4279198385909363
171,6468,6468,missingMBChex,5,I'm dumbfounded that Multi-Bran Chex has been discontinued - it was the only cereal I bought. The newer ultrasweet Chex cereals are ridiculous. General Mills has made a mistake.,250,0.1381396771818726,-0.7579,-0.3098801614090637
172,6470,6470,cindy,5,My husband & I are both upset as well that they have discontinued Multi-Bran Chex. It is one cereal that has enough natural sweetness that it needs no sugar or other sweetener. The rice & corn Chex are great for Chex mix but the multi bran is the best for eating as cereal. Please bring it back in a bigger box even.,250,0.1381396771818726,0.9231,0.5306198385909363
173,6480,6480,alpaca knitter,5,"Multi Bran Chex has been my every morning ritual from the time it was introduced because of its fiber content and its crunchy delightful taste. Lately, I've been mixing in Go Lean Crunch with Flax and almonds just for variety. But it looks like that is what will have to do until you bring Multi Bran Chex back.",250,0.4462089899529985,0.6858,0.5660044949764993
174,6483,6483,sankeypace,5,"I have eaten Multi-Bran Chex since I was a kid. It was an alternative to the sweet cereals and it was healthy. I would buy three boxes at a time. I went to discover yesterday at the grocery that it was gone. I was not aware they were taken this cereal off the shelves. If I knew, I would have bought more boxes. Please bring back this cereal.",250,0.1381396771818726,0.8062,0.4721698385909363
175,6709,6709,Brahma,5,"The best cereal!! Not too sweet, I wish it was still available!!",686,0.1381396771818726,0.7641,0.4511198385909363
176,6788,6788,RockyRoadFan,5,"Funny story about this cereal... I remember being in 5th grade and my teacher asked me what I ate for breakfast because I was seeming more alert (or maybe just more hyper from the sugar buzz) so I told her 'Rocky Road Cereal' and the whole class started laughing. Not sure why it was that funny, maybe the other kids were eating boring cereal but I was proud of my Rocky Road and that it woke me up in the mornings. My sweet tooth isn't the same now so I probably wouldn't buy it now, but it was great fun back then.",317,0.1381396771818726,0.9746,0.5563698385909364
177,7198,7198,cejourdan,5,"We really miss Raisin Squares, great for breakfast as well as snacking. Used to take it in baggies when on the go! Why would they discontinue such a versatile, wholesome cereal? Would love to see Kellogg's BRING IT BACK; and with NO frosted sugar on top - it was sweet enough as is!",306,0.1381396771818726,0.8992,0.5186698385909363
178,7202,7202,Daphne Wagner,5,"I NEED Raisin Squares cereal in my life! I love this cereal. It's the perfect balance of sweet and wholesome. Why, oh why, did they ever stop making this delicious concoction?!",306,0.1381396771818726,0.9323,0.5352198385909364
179,7235,7235,Pitt Mom,5,Please bring this cereal back. No sugar coating. Raisins make it sweet enough.,306,0.1381396771818726,0.4767,0.3074198385909363
180,7253,7253,Jan in CO,5,"Raisin Squares was one of my favorite cereals. It was a little sweet, very crunchy, and a small amount was very filling. Is there a possibility that they will bring back this cereal and if yes where would I go to purchase it? - Jan in Colorado",306,0.4671028078772243,0.813,0.6400514039386122
181,7275,7275,Becky N.,5,"I wish they still made this cereal. I add raisins to Frosted Mini Wheats, but it is just not the same! The back of the box said it best ""There's never been a cereal quite like this before. Every bite is a perfect combination of wholesome whole wheat wrapped around naturally sweet raisin."" Oh how I miss it!",306,0.1381396771818726,0.9685,0.5533198385909364
182,7343,7343,Wolf,5,Been everywhere for years looking for this sweet treat. Please bring back Raisin Squares!,306,0.1381396771818726,0.8313,0.4847198385909363
183,7569,7569,Ernie,4,"A sweet and crunchy way to start off the morning! The chocolate and peanut butter pieces aren't as rich as Cocoa Puffs or Cap'n Crunch peanut butter, but they taste great together like Reese's does.",309,0.4671028078772243,0.8815,0.6743014039386122
184,7589,7589,Van Wert,5,"Love it! Reeses Puffs are my favorite sweet cereal. Peanut Butter Chocolate Pops are a close second, but not as good (if they still make them).",309,0.1381396771818726,0.4182,0.2781698385909363
185,7673,7673,P. Kiss,5,This cereal defined my childhood. It was basically really sweet Rice Krispies with marshmallows.,618,0.1381396771818726,0.5095,0.32381983859093627
186,7773,7773,Silvar1955,1,I wrote to Post recently... same thing... no intentions of bringing it back. Rice Krinkles had a unique flavor they were great. But I wonder if they used something that is not allowed to be used today to sweeten it? They could bring it back as Krinkle Pebbles.,314,0.1381396771818726,0.2382,0.18816983859093628
187,7789,7789,Danna,5,Rice Krispies can't hold a candle to the old Rice Krinkles! They stayed crunchy in milk and tasted great! Bring them back!,314,0.4462089899529985,0.7163,0.5812544949764993
188,7798,7798,Toastie S.,5,"I loved this cereal! It was a poor day when they didn't have any on the shelves. The honey in it made the difference. Then, they came out with sugared Rice Krispies and they were terrible. They were so sweet... almost inedible.",314,0.1381396771818726,0.4326,0.2853698385909363
189,7808,7808,D.B.J.,5,"The one cereal I miss the most. I can still remember its uniquely sweet flavor. Post, please bring it back. There are a lot of cereals made today that are not nearly as good or as popular as this cereal was.",314,0.1381396771818726,0.6242,0.3811698385909363
190,7849,7849,ghostrider,5,(Team Breakfast Member)  I wrote to post about this and they did answer me. I was told that they had no intention of bringing it back. What a shame. You can't even buy a sweet cereal any more. It's not political correct. The heck with correct. Bring it back in its original recipe.,314,0.1381396771818726,0.0,0.0690698385909363
