user,rating,comment,product_id,0,0.1,0
D.F.,4.0,"I remember a commercial that said ""pass the buc, pass the buc, pass the buc wheats"".",47.0,,,
ader1204,5.0,I keep explaining to my kids how great this cereal was. My mom and I used to eat it out of the box as a snack. Just delicious. Maybe we should start a Facebook campaign on the General Mills page to get them to bring it back. You never know.,47.0,,,
clawmoon,5.0,"(Team Breakfast Member)  I am so happy to find this site. I thought everyone forgot about Buc Wheats. This brings back such great family memories as it was our favorite cereal. They have tried to make similar products but Buc Wheats is incomparable, please bring Buc Wheats back!",47.0,,,
Pam,5.0,My all time favorite cereal. I keep hoping that it will be brought back. I'm 43 and still haven't found a cereal that I like even close to it.,47.0,,,
Tommy T,0.0,"Please bring Buc Wheats back. From looking at all these comments, I don't understand why they don't. - Tommy T",47.0,,,
TJGibbs,5.0,"My sister and I used to eat a box a day! A bowl with milk at breakfast and dry after school for a snack. General Mills, bring Buc Wheats back! Please!",47.0,,,
Tracey,5.0,"I still miss BucWheats. I still walk down the cereal aisle slightly holding my breath, thinking maybe, just maybe, they will have come back. I'm 46 and it was my favorite cereal ever.",47.0,,,
tiny,5.0,Best ever! I'm 42 and it reminds me of my dad. It was his and my favorite cereal.,47.0,,,
Mary5,5.0,"I'm almost 49 and I loved it. Just did a search to see what happened to it. I was kind of hoping maybe it was available on the other coast or something. It was and still is, my favorite ever.",47.0,,,
Bethany Rose,5.0,Best cereal ever. I always had it when I was at my Grandma Rose's house in Portville NY... it was best with salt rising toast and ice cold milk!,47.0,,,
patabug,5.0,(Team Breakfast Member)  Buck Wheats was my favorite cereal growing up. I searched shelves for years after they stopped making it. I still remember its flavor and texture - unlike anything since.,47.0,,,
JenW58?,5.0,"(Team Breakfast Member)  I look for Buc Wheats when I visit the cereal aisle. Being a Baby Boomer, I hope one day that General Mills will hear our collective cereal cry for more!",47.0,,,
lookin4trails,5.0,"This cereal was the bomb... I remember it as a kid and I wish they would start making it again... the maple flavored one, not the honey one.",47.0,,,
mr led,5.0,"I too loved this cereal growing up. If they were to bring it back, I'd buy two cases just to catch up on old times!",47.0,,,
boopsie,5.0,"I loved Buc Wheats when I was growing up. I was very unhappy when they stopped making it. It was good for you and tasted good. It was the best ever. Please bring it back. I miss it, and would really love for my children to try the cereal I so loved. I am 43 years old and still remember the awesome taste of Buc Wheats.",47.0,,,
Vamp,5.0,Bring Back this awesome cereal. I'm 45 and I remember the awesome taste. I was looking in the store today for something close. Does anyone no where to get anything like it?,47.0,,,
C. Mann,5.0,"I also loved Buc Wheats. It was my favorite cereal for half a decade. If they bring it back (the way it was), I hereby promise to buy 2 boxes every week until I croak.",47.0,,,
DYin AZ,5.0,"Best cereal ever. I'm 43 and remember this as a kid, and to this day, I crave it from time to time. I wish they would bring it back!",47.0,,,
Little Bucaroo,5.0,Best cereal ever! I want some now!,47.0,,,
kd5wef,5.0,"(Team Breakfast Member)  I was thinking of this cereal the other day, and actually looked for it in the stores. Of course I did not find it. It was one of the best testing cereals out their, Of course I liked Cap'n Crunch too, but Cap'n Crunch does not taste like it used too. I wish they would bring back Buc Wheats Cereal. I am 49 now and I loved the cereal. It brings back good memories growing up in a simpler time... at least for me. Hard work for my Mom and Dad (God rest his soul). Better go now - getting choked up.",47.0,,,
Super Fan!,5.0,"I'm 44 years old and still, to this day, think Buc Wheats is The BEST cereal I've EVER tasted! It had wonderful flavor, and was a staple in our home. I have found myself, at times, asking friends if they remember having the cereal in their youth. Some remember, some don't. My husband doesn't. I, too, eat Wheaties, because it's the closest I can come to Buc Wheats. It's so exciting to actually find others who (like myself) cherish this old, days gone by, breakfast cereal. How I long to walk down my cereal aisle some day, only to be surprised to see Buc Wheats return!",47.0,,,
Kdub,5.0,My granddaddy always had this stuff. I loved it even though I grew up in the heyday of Boo Berry and Fruit Loops.,47.0,,,
mamaof4,5.0,I've been looking for this cereal. I remember eating this as a child. I loved it. Wish it would make a come back!,47.0,,,
RestlessMouse,5.0,"I sent away for the poster(s) featuring rustic grain mills. Glad I never tasted the honey version, sounds awful. My 5-star rating is for the maple kind.",47.0,,,
Bob72,5.0,Best cereal ever. Buckwheat had some great health benefits that have just been discovered. Someone please bring it back.,47.0,,,
Nevada Dan,5.0,We lost a good thing when we lost our Buc-Wheats. Been dreaming of another bowl for a long long time.,47.0,,,
pitchy,5.0,I loved Buc Wheats and also really wish it would make a comeback. Is there anything out there now that tastes similar? I haven't found anything. Any suggestions?,47.0,,,
Anyone Remember?,0.0,"I must be the only one that remembers a cereal made by Kellogg's called ""Buckwheet & Honey"". It was great!",47.0,,,
Mikey 5,5.0,I was devastated when they dropped Buc Wheats back in the early 80's. It was undeniably the best cereal around. I hope I get to try it again someday.,47.0,,,
jpmurz,5.0,"I love Buc Wheats like all others here and rant and rave about it to my wife often, who does not remember it even though we are the same age 49ish. There was Buc Wheat cookie recipe that my mom made that was on the box all the time. Does anybody remember how to make them? It was the flakes of cereal, some kinda binding agent and then Chocolate Chips with it. They were the bomb. I can't remember what the binding agent was... it was a white mixture and held the cookies together in little balls. Anyway hope and pray they big it back. Anyone with the cookie recipe please let me know. john_murzin@hotmail.com",47.0,,,
Levi,0.0,"When I get a craving for good old Buc Wheats, I put maple syrup on some Wheaties. It's not perfect, but it's close enough. You have to use good, real, $9/bottle Vermont maple syrup. Not that crud some people put on pancakes.",47.0,,,
Wisco Kid,5.0,I won't even ask for Quisp or Quake if I can just get my Buc Wheats back!,47.0,,,
BigFan,5.0,"My siblings and I always talk about how Buc Wheats was our favorite childhood food and how great it would be if they made them again! Please bring them back for me, my kids and grand kids!",47.0,,,
nanceebb,5.0,"(Team Breakfast Member)  This was tops for my children growing up. They are 46, 45, 34 and 32 now. Where is their favorite Buc-Wheats cereal now? Please tell me.",47.0,,,
Brother Buc,0.0,Great to see so many fans of Buc Wheats. I still remember it as my favorite tasting cereal of all-time. I'm crossing my fingers that G.M. sees our comments and gives this cereal another chance.,47.0,,,
shrimp,5.0,I miss Buc Wheats! Please bring it back!,47.0,,,
tlc1970,5.0,"Please bring back Buckwheats, but it has to be with the original maple flavor, not just honey. It was my most favorite cereal growing up.",47.0,,,
Eat em up!,5.0,"This was a great cereal. Why not reintroduce it. Cereal companies are in the business of making money, aren't they?",47.0,,,
lovebucwheats,5.0,"(Team Breakfast Member)  I went on General Mills website and messaged them, giving them the url to all these completely positive comments. I loved them too, and grew up with them. Would buy them for sure and often if they were re-introduced.",47.0,,,
Discomurf,5.0,Tell General Mills to bring back Buc Wheats! You can contact them here: http://bit.ly/zTMSX6 - It couldn't be easier... please take 3 minutes to fill out the form and tell them you need your original recipe maple glaze fix! Let's make this happen!! -Discomurf :),47.0,,,
Timi,5.0,The greatest cereal ever. Ever. Period.,47.0,,,
Ken,5.0,"This was my all time favorite! My Nana always had a box for us kids when we came to visit her in California, so this cereal reminds me of her and my youth. And it was just damn good. I would buy it today if they were to put it back out there.",47.0,,,
Gonzo,5.0,"I grew up in the 70's and this was my favorite cereal. My mom would not allow Captain Crunch, Fruit Loops, Frosted Flakes, etc because of the sugar content but she would allow this. It was sweet from the maple flavor which probably was all sugar anyway but it was allowed in our house.",47.0,,,
Paul V,5.0,"Buc Wheats was one of my favorite cereals as well. If people miss the cereal 30 years after it was taken off the shelves, maybe General Mills should get a clue that discontinuing it was a mistake?",47.0,,,
HammerDoc,5.0,"This was my all-time favorite cereal, EVER. Completely RUINED by the fear of ""offending"" someone. COME ON, PEOPLE! Bucwheat is a KIND OF GRAIN! It wasn't poking fun at ANYONE. (The name Bucwheat for the ""Our Gang"" character - THAT was making fun of folk. If you want to get your knickers in a twist, go off on ""Our Gang,"" NOT this inoffensive and very tasty cereal!) If you REALLY care about not hurting the easily offended, CHANGE THE NAME and give us back one of the best cereals EVER made in this country!!!",47.0,,,
hedgehog40,5.0,"Oh, how I pine for this cereal - I LOVED it!!!! One of my very favorites ever. It breaks my heart that they don't make it any longer. I would LOVE to have this one back!",47.0,,,
Markopolo,5.0,I agree that Buc Wheats was awesome and I would buy it if it were brought back.,47.0,,,
R. R. J.,5.0,I loved these. I wish they'd be offered again in stores!,47.0,,,
steve,5.0,"I agree. Not a lot of people remember, but this was my favorite too. Bring back Buc Wheats!",47.0,,,
d.b.,5.0,"I loved Buc Wheats when I was a kid and I would buy them by the case now, if I could.",47.0,,,
p. prince,5.0,Why can't I get Buc Wheats any more? I am sure there would be a lot of people to say the same thing.,47.0,,,
Dinkybird,5.0,Please bring back Buc-Wheats. Spread the word.,47.0,,,
cmmolthr,4.0,This is the cereal that my dad used to buy. The stuff was great.,47.0,,,
tara,5.0,Please bring Buc Wheats back! It was my favorite cereal ever! I would do almost anything for a bowl right now.,47.0,,,
jakebelly,0.0,"I truly miss BucWheats! The more I think about them, the better I remember them tasting.",47.0,,,
Carolina,5.0,It was a sad day when they stop making this cereal.,47.0,,,
paige,5.0,"I was very good cereal. If they brought it back, I'd buy it.",47.0,,,
Spiffindor,5.0,"I loved Buc Wheats. I still remember being a teenager, munching on them dry on slow summer afternoons. They made a terrific snack. I wish General Mills would bring them back.",47.0,,,
P.C.,5.0,Best. Cereal. Ever. No one I talk to remembers this cereal. It was always my favorite. I rave about it any time people are talking about cereal. General Mills should bring back the original version made with real buckwheat and maple glaze! Have any of you tried contacting General Mills with your request?,47.0,,,
poncekk,5.0,One of my absolute favorite cereals.,47.0,,,
Rick,5.0,My wife and I both have great memories of this cereal growing up! Anyway they could come back?,47.0,,,
turnip,5.0,Excellent cereal! I once submitted a photograph to General Mills of a straight-from-the-box Buc-Wheat flake that was 2 inches in diameter!,47.0,,,
Waryork,5.0,(Team Breakfast Member)  I give this cereal 10 out of 5! I love the Buc Wheats!,47.0,,,
I Voted,5.0,"Buc Wheats were the best cereal I've ever tried. I've had at least 2 bowls of cereal a week for 60 years, so I know. Kids today are really missing out that they can't try this great cereal.",47.0,,,
HarleyHoney,5.0,Yes I would like to see this see on the shelves. IS IT GLUTEN FREE?? I hope it is so I can eat it.,47.0,,,
todd46,0.0,I agree with all of the comments. Great cereal. - Todd 46yrs old,47.0,,,
K.A.,4.0,My brother is 47 years old and he still talks about this cereal being the greatest cereal ever!,47.0,,,
Zilchie,0.0,"This was really the best cereal!! It was so much more crispy than any other flakes, and they stayed crispy. It would be a perfect time to bring them back.",47.0,,,
redbeard,5.0,Great cereal. I wish they would bring it back. Crispy & tasty. Nothing like it that I've found.,47.0,,,
Army 1,5.0,Best cereal ever. Healthy and delicious. Flakes stayed crunchy. Nothing like it before or since. Please bring them back.,47.0,,,
Mikey,0.0,"I take Total, put maple syrup on and let it sit for a few minutes, then put on the milk. It's the closest taste to Buc Wheats Cereal I can think of.",47.0,,,
Mr. Buc Wheat,5.0,Bring back the original Buc Wheats Cereal. It surpasses any of the cereal you find on the shelf today.,47.0,,,
winterbaby,5.0,"(Team Breakfast Member)  There was a jingle pass the buck wheats, it was in my opinion one of the best if not the best cereal I've ever eaten. That is until they went from maple to honey. I wish general mills would bring it back the retro cereal would be a huge hit with me and the kids today I'm sure.",47.0,,,
Joe Spliggins,3.0,"I remember the ""Pass the BucWheats"" commercials. Had that typical mid-70's, Waltons-esque, ""Afternoon Delight"" kind of vibe to them. I also remember that Buc Wheats tasted kind of like a brown cardboard box dipped in cheap maple syrup.",47.0,,,
Cereal monster,4.0,"""Pass the buck, pass the buck, pass the Buc Wheats"" was indeed a jingle for this product. I have been singing it off and again in my head for 35 years whenever I think of this cereal.",47.0,,,
stagecoach,5.0,I want a bowl now! Best cereal of all time. Number One! The best!,47.0,,,
sotcarlos,5.0,(Team Breakfast Member)  Hands down the GREATEST cereal EVER made... I'd pay ANY price to buy this cereal EXACTLY how it was in the 1970's.,47.0,,,
canoe1,5.0,Just tried Total Cranberry Crunch cereal and my first thought was Buc Wheats from 20 years ago. That's why I am looking at this site. Yum.,47.0,,,
DSLandis,5.0,It's time for a comeback!,47.0,,,
S. Shepard,5.0,One of my all-time favorite cereals. I wish they would bring them back into production. I know a lot of people that would buy them if they were available.,47.0,,,
Soren,0.0,Ohhhh how I miss this cereal... they disappeared from store shelves back in the mid-80s I believe. I have emailed General Mills and suggest others do (can't hurt!). I would LOVE to find something similar in taste as those ever so delicious Buc-Wheats!,47.0,,,
Borealis,5.0,"(Team Breakfast Member)  I agree with all these comments! It is the one cereal that I miss, it was always my favorite and you bet I would buy it again if they brought it back. A friend and I recently found out that we both loved Buc Wheats cereal and were shocked, we had never met anyone else who loved it too. I think we should start a Buc Wheats support group.... we should start a massive letter writing campaign to General Mills....",47.0,,,
bbird,5.0,I didn't realize GM wasn't making them anymore until I got a hankerin' for them the other day. First I couldn't remember the name but this morning it came to me. How disappointing to discover they are no longer available! I hope they are brought back some day before I'm no longer around to have them again.,47.0,,,
thMichigan,5.0,"This was one of the best cereals ever. It was hard to find in grocery stores; there would be one row on the top shelf, harder to see, and not many stocked behind it; so if a few sold , it would be an empty shelf and nobody knew until the shelf was restocked, that there was Buckwheats there. It was never a highly marketed cereal. All the highly advertised cereals got the shelf space, so even though it was a great tasting cereal with a lot of people craving it, it probably didn't sell enough because of marketing and retailing (placement and stocking of product). I hope they consider these marketing gaffs, how so many people loved this cereal, and bring this cereal back.",47.0,,,
sweet memories,5.0,"This was the best cereal ever! I can't believe I googled ""what happened to Bucwheats cereal"" and found so many other people wondering the same thing. It was just cereal but every once in a while I long for the crunchy, sweet goodness. I loved how the clumps of crunchy flakes were all stuck together. I don't remember the maple flavor because I was too young. I thought it was just honey. I would eat it every day if they brought it back.",47.0,,,
Christopher,5.0,"For those who are craving that maple flavor, look at Arrowhead Mill's version of Maple Buckwheats. My 70 year old father made the comment that he wished he could have another bowl of the GM Bucwheats, so I went on a search. Found some of the Arrowhead (which btw was the only buck wheat flakes I could find) at a Organic Grocers, so I bought a couple of boxes. Kinda high, but they taste pretty much like I remember the General Mills product did way back when.",47.0,,,
Lloyd S.,5.0,General Mills is missing a good bet by refusing to bring back Buc Wheats. They are my favorite cereal ever.,47.0,,,
the-omega-man,5.0,FYI - I have a box of Buc Wheats dated October 1984 - so it was actually out a few years loger than previously thought.,47.0,,,
kevo,5.0,Well Kellogs Heart smart taste reminded me of Buc Wheats and much to my chagrin they don't make it anymore.,47.0,,,
ToxiMoron,5.0,"(Team Breakfast Member)  Heh. Googled Buc-Wheats and found this site. Fantastic cereal; I really miss it. There's a cereal on the shelves now that's kind of similar to it, but for the life of me, I can't remember the name of it. The ""Big G"" really Goofed when they pulled this cereal off their roster.",47.0,,,
Bucky,5.0,Is there any way to get buck wheats today? Best cereal ever!,47.0,,,
kaleto,5.0,I remember when Ralston Purina made Buc Wheats.,47.0,,,
chuckchuck,0.0,"I, to this day, cannot understand why this cereal disappeared from the shelves...this cereal was VERY tasty and stayed crispy in milk....",47.0,,,
huntingtonbch66,5.0,I've been wanting to see these again for years. I currently have over 10 boxes of various cereal so you may say that I am somewhat of an expert when it comes to cereal. I am serious about my cereal. Buc Wheats is by far the very best cereal I have ever tasted.,47.0,,,
Trisha,5.0,Wow what a cereal. By far the best cereal ever made. Sure would be nice if they brought it back since people today are eating healthier. Don't think the company would be disappointed if they did so. Please bring Buck Wheat back.,47.0,,,
grewup70s,5.0,I remember eating these for years and then poof... gone. An ok substitute is Wheaties with maple syrup added. Yea it's expensive but darn tasty!!,47.0,,,
Morgans,5.0,"I would love to have this cereal again, I can still taste it, it was heavenly... please bring it back!!!",47.0,,,
chlesha,5.0,This was the best cereal ever. I've been looking for something that compares but have not succeeded.,47.0,,,
Tayen,5.0,"I had this one time, it was delicious! I wish they would bring it back!",47.0,,,
Scaiegh,5.0,The best. The only cereal from my childhood that I would buy today if I had the chance. I miss it.,47.0,,,
longing,5.0,"I loved this cereal. So why did they stop making it? Political correctness? Did General Mills get some complaints because of the name? Funny it was phased out about the same time Eddie Murphy was all over SNL saying ""O-TAY!"" I smell a P.C. rat! Al Sharpton stole my Buc Wheats!!",47.0,,,
Buc Wheat Nut,5.0,I miss Buc Wheats! That maple flavor with the flakes. I would buy it online if I could.,47.0,,,
Oat Flake Lover,0.0,"Mr. Breakfast, please change the time line for the introduction of Buc Wheats from 1973 to 1971 based on the following references: Food Engineering VOL 43 p50, 1971 Maple-flavored cereal boosts nutrition-Buc Wheats- a high nutrition, ready to eat cereal- is being distributed by General mills. Chicago Tribune Sep 17, 1971 Advertisement: New Buc Wheats from General Mills is a high-nutrition cereal. Its flakes are a blend of wheat and buckwheat with a touch of maple flavor. Chicago Tribune Aug 6,1971, Display AD 35 New Buc Wheats helps you for a good day's start and helps you feel like a million. I found these using Google book search and newspaper search. Note From Mr Breakfast: You're the best Oat Flake Lover. Thanks for that valuable information. I've just updated the listing. Thanks again!",47.0,,,
Cereal Killa,0.0,"The jingle ""Pass The Buck, Pass The Buck .. Pass The Buc Wheats "" is true. It was around 1976 til about 1978.",47.0,,,
Dina64,5.0,"Buc Wheats -- truly one of the best cereals (with maple flavoring) there was. Even as a kid I loved it. There was a recipe on the box that we made all the time. It called for the cereal, peanut butter, and corn syrup as I recall. Gently warm the peanut butter and corn syrup on the stove. Mix together quickly and with a buttered spatula, you'd put it into a buttered pan and pat down. Let set for a while, cut into squares, and enjoy. I will always remember that recipe and wish that Buc Wheats cereal still existed. Memories ....",47.0,,,
Tinkerbell,5.0,"This was the BEST, BEST, BEST, BEST cereal of all time!!!",47.0,,,
stimpy11,5.0,(Team Breakfast Member)  I was still able to buy this in Seattle area as late as 1990.,47.0,,,
coolare,5.0,I LOVED this cereal growing up! it was my all-time favorite!!,47.0,,,
Coops2001,5.0,I used to put sugar on mine as I didn't think it was sweet enough!,47.0,,,
Discomurf,5.0,"Best cereal in the history of planet earth, and yet GM refuses to bring them back. :(",47.0,,,
Oat Flake Lover,5.0,"Mr. Breakfast, Here is something very interesting. As of today(Aug 22, 09), very few of the cereals have had reviews or Comments entered. Even most of the cereals which are at the top of the poll have none or just 1 comment. Yet Buckwheats and Fortified Oat Flakes (ranking 19 and 47) have 18 and 14 comments respectively, far more that any other cereal. Wonder why? Fans of these cereals seem to be extremely passionate about them. NOTE: Just like Post Oat Flakes, Buckwheats underwent a recipe change, (which lead to its demise).",47.0,,,
newtampadude,5.0,As most have said before me. This is the cereal I loved the best as a kid. Its flavor was nothing I have ever tasted before. I wish it would come again. I also miss Kaboom and Quisp!!,47.0,,,
CEN51571,5.0,(Team Breakfast Member)  What happened to the cereal BucWheats?,47.0,,,
BucWheatsLover,5.0,BucWheats was my favorite cereal when I was a kid! It was my mom's favorite too. It was definitely the best cereal ever created! I'm going to send General Mills an email.,47.0,,,
bkthevoice,5.0,"I remember as a kid very much enjoying Buc Wheats and we had them all the time. I very much enjoyed them and wish anything nowadays came even close, but no such luck.",47.0,,,
Cereal Memories,5.0,I remember Buc Wheats clearly. They were similar to the new Fosted Flakes Gold (with honey glaze) but Buc Wheats were better b/c they had that maple flavor taste. Make no mistake there was nothing healthy about them though they were very sweet.,47.0,,,
Cereal Prof.,4.0,I worked on BucWheats and the cereal was made from Wheat and buckwheat flour. The maple syrup was replaced with honey and maple extract during later years. The product also had a protein concentrate added to allow the claim that a serving had as much nutrition as a Bacon and Egg breakfast.,47.0,,,
B-Bag,5.0,"I'm sure it's been 23-24 years since I had them last, but OMG I crave them all the time. Such is the lifespan of a cereal though. It's around long enough to build a solid fan base, then BAM! It's gone.",47.0,,,
Luved BucWheats,5.0,"Maybe if enough people e-mail General Mills, Buc Wheats might appear on the shelves again. It had to be more nutritional and better tasting than some of the junky cereals on the market now.",47.0,,,
masshlx,5.0,(Team Breakfast Member)  I also loved this cereal. I emailed GM with my wishes for this cereal to return.,47.0,,,
Barb,5.0,Very unique taste. Love em.,47.0,,,
mccloughan,5.0,"(Team Breakfast Member)  Oh, my god...this was my favorite cereal ever. Every time I gop to the grocery store I still scan the cereal aisle to see if it's made a miraculous comeback. So sad...",47.0,,,
Toaster T.,5.0,Buc Wheats were the best. Wish I had a box now.,47.0,,,
cabin,5.0,"I loved this cereal more than just about anything as a kid! I would eat it straight out of the box. All those clumps of flakes stuck together in mapley goodness. Amazing!! I wish, oh, how I wish you could still buy them -- it would be the only cereal I'd eat. A perfect combination of healthy and sugar-fix-ey.",47.0,,,
Homelad Pops,5.0,Favorite cereal of my childhood. Wish they would bring it back!,47.0,,,
jneidlinger,5.0,I once e-mailed General Mills about Buc Wheats. They stated they stopped making them because they weren't a good enough seller. The best ever!,47.0,,,
Raasta,5.0,I have been trying for years to find out what happened to this most woderful of cereals. Buc Wheats are one of the rare foods I can remember vividly from my childhood.,47.0,,,
limesparks,5.0,"Absolutely the best cereal ever, they really need to bring this stuff back!!!",47.0,,,
dug 1 der,5.0,(Team Breakfast Member)  The best cereal ever!,47.0,,,
,,,,4.0,,
,,,,582.0,,
,,,,9.0,,
,,,,11.0,,
,,,,17.0,,
,,,,690.0,,
,,,,13.0,,
,,,,14.0,,
,,,,415.0,,
,,,,37.0,,
,,,,38.0,,
,,,,40.0,,
,,,,444.0,,
,,,,47.0,,
Brittany,5.0,"Best cereal I've ever eaten. I miss it so much, and get strong cravings for it from time to time.",49.0,,,
Combune,5.0,This was easily the greatest cereal I have ever and probably will ever taste. One of the greatest shames of the modern world that this will probably never return.,49.0,,,
ISurvivedBuzz,5.0,"This cereal nearly killed me as a child. I looked it up after remember nearly choking to death on one of the flying saucers, likely would have if my father hadn't performed the Heimlich maneuver on me. I remember it tasting pretty decent but those saucers were just the right shape to get lodged in a child's throat. Cheerios and Froot Loops having the hole in the middle seem to be a smarter design choice.",49.0,,,
Spinderella,5.0,"I worked at the Leo Burnett company, Kellogg's ad agency in 2001 when this cereal was introduced. I actually named it (career highlight) and wrote the first Buzz ad with Pixar.",49.0,,,
Catlyn A.,5.0,"I really, really want Buzz Blasts Cereal to come back because I really, really want to eat it again.",49.0,,,
Kitty Cat,5.0,"Will they ever bring back Buzz Blasts Cereal? I really, really want 2 buy & eat it again.",49.0,,,
Catlyn Almodova,5.0,They really need to bring back Buzz Blasts Cereal and start selling it in stores again. I want Buzz Blasts Cereal now!,49.0,,,
Catlyn Almodova,5.0,Bring back Buzz Blasts Cereal now!,49.0,,,
Catlyn Almodova,5.0,"I really, really wanna eat Buzz Blasts Cereal again. Please bring it back.",49.0,,,
Catlyn Almodova,5.0,I want Buzz Blasts Cereal to come back. I really miss it & I really want to eat it again.,49.0,,,
Car,5.0,I lose sleep thinking about this cereal.,49.0,,,
monica,5.0,This cereal was my all time fav! I wish they would bring it back. The taste wasn't like any other basic cereal. It was amazing... one of my fav childhood memories!,49.0,,,
skendl,5.0,I miss this cereal. I think about it often and wish they would bring it back. I expected it to come back when TS3 came out but it didn't.,49.0,,,
pixles,5.0,"I bought this cereal at the dollar store while I was in high school. It was FANTASTIC. The taste was unlike any other cereal I've ever had and the texture of it was perfect. I was so bummed that after being able to buy a few boxes, I never saw the cereal at any store again. The memory of the deliciousness, however, has not been lost. Bring it back as something else if you need to, but geez louise, Kellogg's had a good thing going with the flavor and texture profile of this cereal.",49.0,,,
monica-3,5.0,This cereal was the best cereal that I ever ate as a kid. They NEED to bring it back!,49.0,,,
Chica,0.0,Bring back Buzz Blasts Cereal NOW!!!,49.0,,,
Alina,5.0,Needs to come back! BEST cereal EVER!,49.0,,,
Cat22,5.0,Please bring back Buzz Blasts Cereal. - Catlyn A.,49.0,,,
Lo Mejor,5.0,One of the best I've ever tasted. This has to return. It's better than all others.,49.0,,,
Steve-Os,0.0,"Man, can't believe I didn't know about these when they came out. They sound good.",49.0,,,
Caroline,5.0,"I'm okay with an imitation cereal of Buzz Blasts with a new face (mind you, Toy Story is still a best-selling franchise with plenty of new content and young fans, so there's no reason to), but there are none. Sure, the Buzz Blasts looks are iconic, but I think what everyone misses about them so badly is their taste. Somewhere along the way, Kellogg's lost their magic touch, leaving a wake of devastation as children and adults alike complained for years to come. I sometimes wonder if Buzz Blasts had drugs in them, because no other cereal has had quite a memorable impact on me or quite a long-lasting craving. Kellogg's was my dealer, and I've been in withdrawal for ten years.",49.0,,,
Cat A.,5.0,I liked eating Buzz Blasts Cereal when I was a kid. I wish they would make and sell it again so I can buy and eat it anytime I'd like. I miss Buzz Blasts Cereal so much. - Catlyn Almodovar,49.0,,,
MasterBlaster,5.0,I am fairly certain this cereal was laced with heroin and crack. I was never a big cereal eater but I couldn't stop eating this cereal. I yearn for the day when I can rekindle my cereal habit. Dang this stuff was good.,49.0,,,
T.R.P.,5.0,This needs to come back. I miss it so much! Best cereal ever!,49.0,,,
Kelly O.,5.0,It was the absolute BEST cereal EVER. I even sent a letter to General Mills asking for any leftover stock that they had. BRING IT BACK!,49.0,,,
Buzz-xx,5.0,OMG - This cereal needs to come back or at least something like it... Best cereal ever. It brings back so many childhood memories.,49.0,,,
B.B. Big Fan,5.0,It's my childhood in a box. PLEASE bring this delicious box of joy back to my heart. I would be forever happy.,49.0,,,
teambuzz4life,5.0,"(Team Breakfast Member)  I was a super awesome soccer player during the Golden Age of Buzz Blast. I had to buy FOUR boxes for every away game in high school, because all my teammates and I just couldn't get enough. Now my mouth and heart are empty, and I no longer have the will to play. I even turned down a full ride scholarship, because I know longer had the mojo to be awesome. The end of Buzz Blasts production, ruined my life. Please bring it back so I can be awesome again!",49.0,,,
Jazzblast,5.0,I'm glad to see I'm not the only one. I LOVE this cereal. I can still remember its taste. This cereal brings back great memories and I hope they bring it back soon. Does anyone know if they are?,49.0,,,
SuperBuzz,5.0,"I was only 3 years old when I ate this cereal <3 I always wanted to eat this everyday, then that one day came when they stop selling the cereal. I ran to the cereal section and looked for it then I frowned and told my mom ""where's the cereal mommy?"" My mom asked a employee where it was and she said that they didn't had anymore and I started crying and said ""I want Buzz Wightyear"" aah how I wish I could bring it back to the present day and eat it <3 I hardly eat cereal now. I only crave this cereal. I wish they would bring it back or another cereal but one that has the exact same taste with just a different name. Please I'm begging! My mornings will be lightened up <3",49.0,,,
Dmcclure1,5.0,"Buzz Blast was the BEST cereal in the world, probably in the universe. I can still perfectly remember the sweet taste of this cereal like I JUST had a bowl. They need to bring this back or at least a cereal that tastes like this one did.",49.0,,,
Z.Z. Buzzer,5.0,I LOVED this cereal! Please bring it back! Glad to see I'm not alone in missing it.,49.0,,,
Mely,4.0,I stopped buying cereals because they are all nasty! If they bring this one back Ii will buy tons of these boxes! Please. - Mel,49.0,,,
Mikyria Shontae,5.0,"Bring this back, along with French Toast Crunch, Hunny B's, and Cinnamon Marshmallow Scooby Doo cereal. It would be the best decision they ever made. They would make a lot of money off of bringing it back.",49.0,,,
Carolina,5.0,I loved this cereal! I wish they would bring it back!,49.0,,,
BetterDays,5.0,I used to go back and fourth from my grandparents house to my parents house all the time as a kid. We had to keep one box of these at each house because I ate it EVERY MORNING. Those good old days before grandma and grandpa died. Before my parents argued all the time. Before my life became something I feared. Before they stopped making Buzz Blasts.,49.0,,,
denali,5.0,I dream of a day when Buzz Blasts will blast my own mouth again with green purple milky goodness. I'm sad now.,49.0,,,
godzilla,5.0,"I was crazy about this cereal. I was 12 when the movie came out. I can't remember how it tasted exactly, but spending breakfast with Buzz Lightyear with the ultimate.",49.0,,,
Team Buzz Blast,5.0,Best cereal of my life! I remember playing Mario Party on the Nintendo 64 with my bowl of Buzz Blasts on the side. I only wish I could taste the sweet goodness at least once more in my lifetime :(,49.0,,,
Cassi0119,0.0,(Team Breakfast Member) I had this cereal as a child and for some reason every time I think about the perfect cereal this one is the one that pops up in my head. A lot of people don't remember this cereal but I do. I'm pregnant now and it's all I want... wish I could buy a box :/,49.0,,,
